,index,Issue key,Issue id,Status,Reporter,Created,Due Date,Resolved,Customer,Type of Request,ticket_age,Parent id,time_outside_codebusters,time_on_codebusters,time_in_review
34,34,CI-8718,476392,Closed,alejandro.ruizrobles,2023-06-02 11:20:00,09/Jun/23 12:00 AM,2023-06-07 15:33:00,Numiga,Service Request (SR),7453.0,476392,47.0,7406.0,5796.0
35,35,CI-8717,476369,Closed,yutaka.yasumi,2023-06-02 10:24:00,06/Jun/23 12:00 AM,2023-06-13 00:59:00,Endress Hauser,Service Request (SR),15275.0,476369,8213.0,7062.0,4396.0
36,36,CI-8715,476340,Closed,kgostynska,2023-06-02 08:31:00,11/Jun/23 12:00 AM,2023-06-12 13:37:00,msg systems,Service Request (SR),14706.0,476340,10213.0,4493.0,268.0
37,37,CI-8697,475628,Closed,nsanchezruiz,2023-05-31 10:30:00,01/Jun/23 12:00 AM,2023-06-05 13:55:00,MFTBC,Service Request (SR),7405.0,475628,1693.0,5712.0,4473.0
38,38,CI-8689,475132,Closed,yutaka.yasumi,2023-05-30 01:14:00,06/Jun/23 12:00 AM,2023-07-19 09:47:00,Amadeus,Service Request (SR),72513.0,475132,4261.0,45145.0,10722.0
39,39,CI-8688,475122,Closed,ssanz,2023-05-29 17:01:00,05/Jun/23 12:00 AM,2023-07-14 11:07:00,Allianz,Service Request (SR),65886.0,475122,20731.0,29202.0,9793.0
40,40,CI-8682,474597,Closed,yutaka.yasumi,2023-05-26 03:31:00,09/Jun/23 12:00 AM,2023-07-12 01:51:00,Endress Hauser,Service Request (SR),67580.0,474597,20535.0,35589.0,19302.0
41,41,CI-8681,474595,Closed,yutaka.yasumi,2023-05-26 03:12:00,02/Jun/23 12:00 AM,2023-06-16 11:19:00,Eberspacher,Service Request (SR),30727.0,474595,17910.0,12817.0,9413.0
42,42,CI-8673,474083,Closed,wkatthan,2023-05-23 15:51:00,30/May/23 12:00 AM,2023-06-02 17:29:00,Continental,Service Request (SR),14498.0,474083,8916.0,5582.0,1195.0
43,43,CI-8666,473794,Closed,ssanz,2023-05-23 08:16:00,30/May/23 12:00 AM,2023-06-14 12:47:00,Allianz,Service Request (SR),31951.0,473794,24934.0,7017.0,6930.0
44,44,CI-8658,473305,Closed,yutaka.yasumi,2023-05-19 09:06:00,26/May/23 12:00 AM,2023-06-15 08:39:00,Grupo Red Electrica,Service Request (SR),38853.0,473305,25615.0,13238.0,4761.0
45,45,CI-8656,473066,Closed,askarja,2023-05-18 09:56:00,26/May/23 12:00 AM,2023-06-13 17:28:00,TeamBank AG,Service Request (SR),37892.0,473066,32170.0,5722.0,1663.0
46,46,CI-8655,472964,Closed,alejandro.ruizrobles,2023-05-17 20:07:00,24/May/23 12:00 AM,2023-05-23 15:06:00,Numiga,Service Request (SR),8339.0,472964,3614.0,4725.0,2399.0
47,47,CI-8647,472816,Closed,nsanchezruiz,2023-05-17 13:15:00,29/May/23 12:00 AM,2023-06-05 12:39:00,Endress Hauser,Service Request (SR),27324.0,472816,8184.0,19140.0,188.0
48,48,CI-8641,472614,Closed,mmaciejczyk,2023-05-16 16:14:00,23/May/23 12:00 AM,2023-06-29 17:16:00,Holtzbrink,Service Request (SR),63422.0,472614,50407.0,13015.0,2413.0
49,49,CI-8637,472264,Closed,yutaka.yasumi,2023-05-16 05:04:00,18/May/23 12:00 AM,2023-06-02 14:03:00,Amadeus,Service Request (SR),25019.0,472264,23288.0,1731.0,8.0
50,50,CI-8636,472259,Closed,yutaka.yasumi,2023-05-16 00:56:00,26/May/23 12:00 AM,2023-07-26 08:40:00,CMS Hasche Sigle,Service Request (SR),102704.0,472259,16221.0,45271.0,21091.0
51,51,CI-8631,471896,Closed,alejandro.ruizrobles,2023-05-12 17:51:00,26/May/23 12:00 AM,2023-06-19 12:06:00,Numiga,Service Request (SR),54375.0,471896,8715.0,45689.0,24090.0
52,52,CI-8629,471820,Closed,ssanz,2023-05-12 14:33:00,19/May/23 12:00 AM,2023-07-20 08:50:00,Allianz,Service Request (SR),99017.0,471820,62490.0,12211.0,4450.0
53,53,CI-8620,471645,Closed,alejandro.ruizrobles,2023-05-12 09:33:00,19/May/23 12:00 AM,2023-05-30 16:19:00,Numiga,Service Request (SR),26326.0,471645,2152.0,24174.0,10155.0
54,54,CI-8619,471620,Closed,ssanz,2023-05-12 08:55:00,17/May/23 12:00 AM,2023-06-23 18:04:00,Porsche,Service Request (SR),61029.0,471620,21216.0,39813.0,34625.0
55,55,CI-8609,471236,Closed,nsanchezruiz,2023-05-11 08:45:00,18/May/23 12:00 AM,2023-05-11 14:37:00,OBB,Service Request (SR),352.0,471236,31.0,321.0,21.0
56,56,CI-8608,471234,Closed,mmaciejczyk,2023-05-11 08:44:00,18/May/23 12:00 AM,2023-05-22 16:03:00,Spiegel,Service Request (SR),16279.0,471234,4505.0,11774.0,11774.0
57,57,CI-8603,471072,Closed,alejandro.ruizrobles,2023-05-10 14:44:00,17/May/23 12:00 AM,2023-05-26 09:42:00,Numiga,Service Request (SR),22738.0,471072,7472.0,15266.0,11468.0
58,58,CI-8602,470838,Closed,yutaka.yasumi,2023-05-10 07:41:00,17/May/23 12:00 AM,2023-06-15 04:33:00,Porsche,Service Request (SR),51652.0,470838,766.0,50886.0,113.0
59,59,CI-8601,470827,Closed,yutaka.yasumi,2023-05-10 02:08:00,12/May/23 12:00 AM,2023-05-29 03:25:00,Continental,Service Request (SR),27437.0,470827,26912.0,525.0,1.0
60,60,CI-8597,470604,Closed,alejandro.ruizrobles,2023-05-09 13:50:00,16/May/23 12:00 AM,2023-05-17 20:13:00,Numiga,Service Request (SR),11903.0,470604,857.0,11046.0,8424.0
61,61,CI-8595,470438,Closed,kgostynska,2023-05-09 09:36:00,16/May/23 12:00 AM,2023-06-06 07:32:00,CMS Hasche Sigle,Service Request (SR),40196.0,470438,15163.0,25033.0,12912.0
62,62,CI-8594,470413,Closed,askarja,2023-05-09 09:01:00,16/May/23 12:00 AM,2023-07-05 21:07:00,VW,Service Request (SR),82806.0,470413,51732.0,27723.0,6764.0
63,63,CI-8593,470369,Closed,askarja,2023-05-08 18:17:00,15/May/23 12:00 AM,2023-06-13 17:27:00,msg systems,Service Request (SR),51790.0,470369,42011.0,9779.0,9517.0
64,64,CI-8592,470329,Closed,askarja,2023-05-08 15:47:00,15/May/23 12:00 AM,2023-06-05 17:47:00,Eberspacher,Service Request (SR),40440.0,470329,26625.0,13815.0,12375.0
65,65,CI-8591,470324,Closed,yutaka.yasumi,2023-05-08 15:20:00,12/May/23 12:00 AM,2023-05-29 03:26:00,CEPSA,Service Request (SR),29526.0,470324,25469.0,4057.0,4056.0
66,66,CI-8589,470309,Closed,askarja,2023-05-08 14:38:00,15/May/23 12:00 AM,2023-06-05 17:48:00,Endress Hauser,Service Request (SR),40510.0,470309,32791.0,7719.0,3830.0
67,67,CI-8588,470146,Closed,ssanz,2023-05-07 20:08:00,12/May/23 12:00 AM,2023-06-06 13:54:00,Endress Hauser,Service Request (SR),42826.0,470146,15647.0,27179.0,14827.0
68,68,CI-8583,469595,Closed,kgostynska,2023-05-04 08:58:00,11/May/23 12:00 AM,2023-05-24 09:27:00,Hugo Boss,Service Request (SR),28829.0,469595,16024.0,12805.0,9070.0
69,69,CI-8581,469414,Closed,alejandro.ruizrobles,2023-05-03 13:12:00,10/May/23 12:00 AM,2023-05-23 21:07:00,Numiga,Service Request (SR),29275.0,469414,10875.0,18400.0,9950.0
70,70,CI-8576,468697,Closed,kgostynska,2023-04-28 09:19:00,05/May/23 12:00 AM,2023-06-13 07:25:00,Vaillant,Service Request (SR),66126.0,468697,39853.0,26273.0,15979.0
71,71,CI-8575,468679,Closed,kgostynska,2023-04-28 08:44:00,05/May/23 12:00 AM,2023-05-24 09:27:00,Hugo Boss,Service Request (SR),37483.0,468679,24304.0,13179.0,5993.0
72,72,CI-8574,468635,Closed,yutaka.yasumi,2023-04-28 03:47:00,01/May/23 12:00 AM,2023-05-08 16:08:00,Rehau,Service Request (SR),15141.0,468635,15111.0,30.0,24.0
73,73,CI-8573,468471,Closed,lsada,2023-04-27 14:51:00,12/May/23 12:00 AM,2023-05-24 14:00:00,dm-drogerie markt,Service Request (SR),38829.0,468471,10619.0,28210.0,21292.0
74,74,CI-8571,468343,Closed,wkatthan,2023-04-27 11:42:00,12/May/23 12:00 AM,2023-05-25 13:13:00,Orange,Service Request (SR),40411.0,468343,17528.0,22883.0,18866.0
75,75,CI-8568,468149,Closed,alejandro.ruizrobles,2023-04-26 15:30:00,03/May/23 12:00 AM,2023-05-04 17:55:00,Numiga,Service Request (SR),11665.0,468149,7382.0,4283.0,2836.0
76,76,CI-8566,468082,Closed,ssanz,2023-04-26 12:49:00,05/May/23 12:00 AM,2023-06-06 13:57:00,Orange,Service Request (SR),59108.0,468082,11788.0,47320.0,37436.0
77,77,CI-8564,467976,Closed,yutaka.yasumi,2023-04-26 09:37:00,28/Apr/23 12:00 AM,2023-05-15 05:56:00,Daimler (MFTBC),Service Request (SR),27139.0,467976,26746.0,393.0,82.0
78,78,CI-8563,467957,Closed,kgostynska,2023-04-26 09:31:00,04/May/23 12:00 AM,2023-05-19 09:45:00,Hugo Boss,Service Request (SR),33134.0,467957,13605.0,19529.0,12947.0
79,79,CI-8562,467852,Closed,nsanchezruiz,2023-04-25 16:05:00,08/May/23 12:00 AM,2023-07-25 10:31:00,Amadeus,Service Request (SR),130706.0,467852,40571.0,22772.0,21499.0
80,80,CI-8561,467833,Closed,nsanchezruiz,2023-04-25 15:24:00,31/May/23 12:00 AM,2023-05-31 15:18:00,OBB,Service Request (SR),51834.0,467833,57.0,72226.0,72226.0
81,81,CI-8560,467735,Closed,nsanchezruiz,2023-04-25 11:57:00,08/May/23 12:00 AM,2023-05-08 14:02:00,OBB,Service Request (SR),18845.0,467735,8981.0,9864.0,9864.0
82,82,CI-8556,467320,Closed,yutaka.yasumi,2023-04-24 10:17:00,16/May/23 12:00 AM,2023-06-05 01:21:00,CMS Hasche Sigle,Service Request (SR),59944.0,467320,5330.0,54614.0,33517.0
83,83,CI-8555,467318,Closed,nsanchezruiz,2023-04-24 10:13:00,02/May/23 12:00 AM,2023-05-24 17:00:00,VW,Service Request (SR),43607.0,467318,5798.0,37809.0,25956.0
84,84,CI-8554,467243,Closed,yutaka.yasumi,2023-04-24 06:44:00,08/May/23 12:00 AM,2023-05-10 04:06:00,Hensoldt,Service Request (SR),22882.0,467243,22464.0,418.0,0.0
85,85,CI-8553,467146,Closed,ssanz,2023-04-22 14:17:00,29/Apr/23 12:00 AM,2023-05-30 16:53:00,Allianz,Service Request (SR),54876.0,467146,26314.0,28562.0,25957.0
86,86,CI-8552,467085,Closed,nsanchezruiz,2023-04-21 14:58:00,27/Apr/23 12:00 AM,2023-05-08 13:46:00,VW,Service Request (SR),24408.0,467085,6018.0,18390.0,9953.0
87,87,CI-8548,466754,Closed,nsanchezruiz,2023-04-20 15:07:00,27/Apr/23 12:00 AM,2023-05-18 09:41:00,Amadeus,Service Request (SR),39994.0,466754,6019.0,33975.0,27189.0
88,88,CI-8545,466571,Closed,nsanchezruiz,2023-04-20 10:19:00,27/Apr/23 12:00 AM,2023-05-08 13:37:00,Enercon,Service Request (SR),26118.0,466571,5943.0,20175.0,11568.0
89,89,CI-8542,466461,Closed,yutaka.yasumi,2023-04-20 02:40:00,27/Apr/23 12:00 AM,2023-05-23 00:59:00,Vaillant,Service Request (SR),47419.0,466461,16332.0,31087.0,31087.0
90,90,CI-8540,466398,Closed,ssanz,2023-04-19 16:36:00,26/Apr/23 12:00 AM,2023-05-17 10:26:00,Allianz,Service Request (SR),39950.0,466398,12755.0,27195.0,23016.0
91,91,CI-8539,466314,Closed,kgostynska,2023-04-19 14:03:00,26/Apr/23 12:00 AM,2023-05-10 14:50:00,Hugo Boss,Service Request (SR),30287.0,466314,10038.0,20249.0,12857.0
92,92,CI-8536,466057,Closed,askarja,2023-04-19 00:35:00,27/Apr/23 12:00 AM,2023-06-05 22:04:00,Hugo Boss,Service Request (SR),68969.0,466057,49641.0,19328.0,19327.0
93,93,CI-8535,466035,Closed,nsanchezruiz,2023-04-18 17:17:00,25/Apr/23 12:00 AM,2023-06-07 11:02:00,Rehau,Service Request (SR),71625.0,466035,22582.0,33258.0,22916.0
94,94,CI-8534,466032,Closed,askarja,2023-04-18 17:16:00,25/Apr/23 12:00 AM,2023-05-10 19:42:00,Porsche,Service Request (SR),31826.0,466032,1740.0,30086.0,28777.0
95,95,CI-8519,465776,Closed,askarja,2023-04-18 12:35:00,25/Apr/23 12:00 AM,2023-06-05 17:46:00,Eberspacher,Service Request (SR),69431.0,465776,35394.0,34037.0,29907.0
96,96,CI-8517,465749,Closed,yutaka.yasumi,2023-04-18 11:44:00,25/Apr/23 12:00 AM,2023-04-28 06:41:00,Eberspacher,Service Request (SR),14097.0,465749,9794.0,4303.0,4297.0
97,97,CI-8513,465535,Closed,yutaka.yasumi,2023-04-18 07:25:00,25/Apr/23 12:00 AM,2023-06-02 14:02:00,CMS Hasche Sigle,Service Request (SR),65197.0,465535,22726.0,42471.0,30748.0
98,98,CI-8512,465533,Closed,yutaka.yasumi,2023-04-18 07:25:00,25/Apr/23 12:00 AM,2023-04-27 11:59:00,CMS Hasche Sigle,Service Request (SR),13234.0,465533,0.0,13234.0,13234.0
99,99,CI-8511,465510,Closed,yutaka.yasumi,2023-04-18 05:37:00,25/Apr/23 12:00 AM,2023-04-18 07:20:00,CMS Hasche Sigle,Service Request (SR),103.0,465510,0.0,103.0,0.0
100,100,CI-8510,465499,Closed,yutaka.yasumi,2023-04-18 04:31:00,25/Apr/23 12:00 AM,2023-05-08 02:18:00,Amadeus,Service Request (SR),28667.0,465499,27921.0,746.0,5.0
101,101,CI-8509,465496,Closed,yutaka.yasumi,2023-04-18 04:16:00,25/Apr/23 12:00 AM,2023-04-18 04:36:00,Amadeus,Service Request (SR),20.0,465496,1.0,16.0,16.0
102,102,CI-8508,465493,Closed,yutaka.yasumi,2023-04-18 02:16:00,02/May/23 12:00 AM,2023-07-06 07:46:00,Endress Hauser,Service Request (SR),114090.0,465493,8268.0,52887.0,31192.0
103,103,CI-8499,465411,Configure,nsanchezruiz,2023-04-17 13:53:00,24/Apr/23 12:00 AM,2023-07-26 09:16:00,Porsche,Service Request (SR),143723.0,465411,12073.0,51148.0,116.0
104,104,CI-8496,465321,Closed,kgostynska,2023-04-17 11:30:00,24/Apr/23 12:00 AM,2023-05-12 07:40:00,Continental,Service Request (SR),35770.0,465321,25463.0,10307.0,3223.0
105,105,CI-8489,465210,Closed,kgostynska,2023-04-17 09:43:00,24/Apr/23 12:00 AM,2023-07-12 08:39:00,ArcelorMittal,Service Request (SR),123776.0,465210,8771.0,5571.0,4240.0
106,106,CI-8488,465162,Closed,yutaka.yasumi,2023-04-17 03:43:00,24/Apr/23 12:00 AM,2023-04-18 05:37:00,CMS Hasche Sigle,Service Request (SR),1554.0,465162,0.0,1554.0,1.0
107,107,CI-8487,465050,Closed,nsanchezruiz,2023-04-14 11:16:00,27/Apr/23 12:00 AM,2023-04-28 11:25:00,VW,Service Request (SR),20169.0,465050,51.0,20118.0,18589.0
108,108,CI-8486,465008,Closed,yutaka.yasumi,2023-04-14 09:23:00,21/Apr/23 12:00 AM,2023-05-08 02:17:00,Amadeus,Service Request (SR),34134.0,465008,29630.0,4504.0,0.0
109,109,CI-8485,464979,Closed,yutaka.yasumi,2023-04-14 02:51:00,21/Apr/23 12:00 AM,2023-04-17 11:31:00,Enercon,Service Request (SR),4840.0,464979,4733.0,107.0,8.0
110,110,CI-8484,464974,Closed,yutaka.yasumi,2023-04-14 02:27:00,21/Apr/23 12:00 AM,2023-05-11 09:21:00,msg systems,Service Request (SR),39294.0,464974,39286.0,8.0,0.0
111,111,CI-8476,464744,Closed,yutaka.yasumi,2023-04-13 12:12:00,20/Apr/23 12:00 AM,2023-05-24 07:26:00,Porsche,Service Request (SR),58754.0,464744,39761.0,18993.0,18993.0
112,112,CI-8474,464711,Closed,ssanz,2023-04-13 10:57:00,20/Apr/23 12:00 AM,2023-05-12 09:36:00,Allianz,Service Request (SR),41679.0,464711,30545.0,11134.0,6011.0
113,113,CI-8472,464670,Closed,kgostynska,2023-04-13 10:04:00,20/Apr/23 12:00 AM,2023-05-02 11:23:00,Porsche,Service Request (SR),27439.0,464670,11123.0,16316.0,16316.0
114,114,CI-8468,464601,Closed,yutaka.yasumi,2023-04-13 04:55:00,20/Apr/23 12:00 AM,2023-05-11 10:42:00,CMS Hasche Sigle,Service Request (SR),40667.0,464601,12352.0,28315.0,12048.0
115,115,CI-8466,464442,Closed,yutaka.yasumi,2023-04-12 11:33:00,19/Apr/23 12:00 AM,2023-05-23 01:15:00,Endress Hauser,Service Request (SR),58422.0,464442,14789.0,43632.0,22934.0
116,116,CI-8464,464340,Closed,askarja,2023-04-11 23:13:00,18/Apr/23 12:00 AM,2023-06-29 16:44:00,VW,Service Request (SR),113371.0,464340,20643.0,92728.0,34994.0
117,117,CI-8463,464337,Closed,askarja,2023-04-11 20:06:00,18/Apr/23 12:00 AM,2023-04-26 14:18:00,DZ Bank,Service Request (SR),21252.0,464337,11506.0,9746.0,9711.0
118,118,CI-8461,464298,Closed,nsanchezruiz,2023-04-11 17:11:00,20/Apr/23 12:00 AM,2023-05-23 13:32:00,Amadeus,Service Request (SR),60261.0,464298,4247.0,56014.0,12611.0
119,119,CI-8460,464251,Communicate,mmaciejczyk,2023-04-11 14:50:00,18/Apr/23 12:00 AM,2023-05-10 11:15:00,Burda,Service Request (SR),41545.0,464251,25536.0,27339.0,23404.0
120,120,CI-8453,463947,Closed,ssanz,2023-04-10 12:13:00,14/Apr/23 12:00 AM,2023-04-11 16:22:00,Allianz,Service Request (SR),1689.0,463947,0.0,1689.0,1689.0
121,121,CI-8438,463546,Closed,mmaciejczyk,2023-04-06 12:21:00,13/Apr/23 12:00 AM,2023-05-22 16:16:00,Rewe Group,Service Request (SR),66475.0,463546,59147.0,7328.0,123.0
122,122,CI-8436,463438,Closed,yutaka.yasumi,2023-04-06 05:26:00,20/Apr/23 12:00 AM,2023-04-06 14:02:00,Endress Hauser,Service Request (SR),516.0,463438,503.0,515.0,515.0
123,123,CI-8434,463294,Closed,alejandro.ruizrobles,2023-04-05 17:43:00,12/Apr/23 12:00 AM,2023-04-12 14:31:00,Numiga,Service Request (SR),9888.0,463294,5858.0,4030.0,1230.0
124,124,CI-8430,463090,Closed,nsanchezruiz,2023-04-05 12:18:00,12/Apr/23 12:00 AM,2023-05-24 10:15:00,VW,Service Request (SR),70437.0,463090,2432.0,68005.0,11535.0
125,125,CI-8428,462963,Closed,kgostynska,2023-04-05 09:19:00,12/Apr/23 12:00 AM,2023-05-19 07:26:00,Amadeus,Service Request (SR),63247.0,462963,21837.0,41410.0,29157.0
126,126,CI-8427,462869,Closed,alejandro.ruizrobles,2023-04-04 17:02:00,11/Apr/23 12:00 AM,2023-04-12 14:10:00,Numiga,Service Request (SR),11348.0,462869,5737.0,5611.0,2639.0
127,127,CI-8423,462678,Closed,nsanchezruiz,2023-04-04 10:51:00,10/Apr/23 12:00 AM,2023-04-10 10:48:00,Allianz,Service Request (SR),8637.0,462678,5477.0,3160.0,2769.0
128,128,CI-8422,462576,Closed,yutaka.yasumi,2023-04-04 06:07:00,11/Apr/23 12:00 AM,2023-04-17 08:24:00,Eberspacher,Service Request (SR),18857.0,462576,17376.0,1481.0,198.0
129,129,CI-8420,462507,Closed,mmaciejczyk,2023-04-03 15:46:00,10/Apr/23 12:00 AM,2023-06-05 15:46:00,OBB,Service Request (SR),90720.0,462507,33218.0,57502.0,22903.0
130,130,CI-8417,462361,Closed,kgostynska,2023-04-03 10:14:00,12/Apr/23 12:00 AM,2023-05-08 08:48:00,Amadeus,Service Request (SR),50314.0,462361,25799.0,24515.0,11575.0
131,131,CI-8414,462273,Closed,yutaka.yasumi,2023-04-03 01:55:00,10/Apr/23 12:00 AM,2023-04-05 09:29:00,CEPSA,Service Request (SR),3334.0,462273,235.0,3099.0,540.0
132,132,CI-8413,462270,Closed,yutaka.yasumi,2023-04-03 01:43:00,07/Apr/23 12:00 AM,2023-04-05 09:22:00,Grupo Red Electrica,Service Request (SR),3339.0,462270,226.0,3113.0,0.0
133,133,CI-8399,462015,Closed,kgostynska,2023-03-31 10:19:00,07/Apr/23 12:00 AM,2023-05-08 08:46:00,Amadeus,Service Request (SR),54627.0,462015,28488.0,26139.0,7331.0
